"Notes"	"Occurrence State"	"Occurrence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"2018"	"2018"	"Dec., 2018"	"2018/12"	383	Not Applicable	Not Applicable
	"Florida"	"12"	"2019"	"2019"	"Jan., 2019"	"2019/01"	395	Not Applicable	Not Applicable
	"Florida"	"12"	"2019"	"2019"	"Feb., 2019"	"2019/02"	347	Not Applicable	Not Applicable
	"Florida"	"12"	"2019"	"2019"	"Mar., 2019"	"2019/03"	361	Not Applicable	Not Applicable
	"Florida"	"12"	"2019"	"2019"	"Apr., 2019"	"2019/04"	392	Not Applicable	Not Applicable
	"Florida"	"12"	"2019"	"2019"	"May, 2019"	"2019/05"	355	Not Applicable	Not Applicable
	"Florida"	"12"	"2019"	"2019"	"Jun., 2019"	"2019/06"	420	Not Applicable	Not Applicable
	"Florida"	"12"	"2019"	"2019"	"Jul., 2019"	"2019/07"	406	Not Applicable	Not Applicable
	"Florida"	"12"	"2019"	"2019"	"Aug., 2019"	"2019/08"	396	Not Applicable	Not Applicable
	"Florida"	"12"	"2019"	"2019"	"Sep., 2019"	"2019/09"	436	Not Applicable	Not Applicable
	"Florida"	"12"	"2019"	"2019"	"Oct., 2019"	"2019/10"	490	Not Applicable	Not Applicable
	"Florida"	"12"	"2019"	"2019"	"Nov., 2019"	"2019/11"	474	Not Applicable	Not Applicable
	"Florida"	"12"	"2019"	"2019"	"Dec., 2019"	"2019/12"	436	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Jan., 2020"	"2020/01"	490	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Feb., 2020"	"2020/02"	495	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Mar., 2020"	"2020/03"	576	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Apr., 2020"	"2020/04"	628	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"May, 2020"	"2020/05"	754	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Jun., 2020"	"2020/06"	615	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Jul., 2020"	"2020/07"	623	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Aug., 2020"	"2020/08"	615	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Sep., 2020"	"2020/09"	626	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Oct., 2020"	"2020/10"	527	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Nov., 2020"	"2020/11"	547	Not Applicable	Not Applicable
	"Florida"	"12"	"2020"	"2020"	"Dec., 2020"	"2020/12"	506	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Jan., 2021"	"2021/01"	609	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Feb., 2021"	"2021/02"	532	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Mar., 2021"	"2021/03"	635	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Apr., 2021"	"2021/04"	715	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"May, 2021"	"2021/05"	648	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Jun., 2021"	"2021/06"	712	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Jul., 2021"	"2021/07"	632	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Aug., 2021"	"2021/08"	647	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Sep., 2021"	"2021/09"	611	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Oct., 2021"	"2021/10"	637	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Nov., 2021"	"2021/11"	584	Not Applicable	Not Applicable
	"Florida"	"12"	"2021"	"2021"	"Dec., 2021"	"2021/12"	589	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	576	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	592	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	681	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	613	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	627	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	601	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	643	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	605	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	569	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	582	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	94	Not Applicable	Not Applicable
	"Florida"	"12"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	0	Not Applicable	Not Applicable
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	0	Not Applicable	Not Applicable
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	0	Not Applicable	Not Applicable
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	0	Not Applicable	Not Applicable
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	"May, 2023 (provisional and partial)"	"2023/05"	0	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Jan., 2018"	"2018/01"	86	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Feb., 2018"	"2018/02"	83	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Mar., 2018"	"2018/03"	138	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Apr., 2018"	"2018/04"	100	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"May, 2018"	"2018/05"	98	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Jun., 2018"	"2018/06"	110	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Jul., 2018"	"2018/07"	106	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Aug., 2018"	"2018/08"	94	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Sep., 2018"	"2018/09"	100	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Oct., 2018"	"2018/10"	94	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Nov., 2018"	"2018/11"	98	Not Applicable	Not Applicable
	"Georgia"	"13"	"2018"	"2018"	"Dec., 2018"	"2018/12"	94	Not Applicable	Not Applicable
	"Georgia"	"13"	"2019"	"2019"	"Jan., 2019"	"2019/01"	96	Not Applicable	Not Applicable
	"Georgia"	"13"	"2019"	"2019"	"Feb., 2019"	"2019/02"	89	Not Applicable	Not Applicable
	"Georgia"	"13"	"2019"	"2019"	"Mar., 2019"	"2019/03"	116	Not Applicable	Not Applicable
	"Georgia"	"13"	"2019"	"2019"	"Apr., 2019"	"2019/04"	108	Not Applicable	Not Applicable
	"Georgia"	"13"	"2019"	"2019"	"May, 2019"	"2019/05"	118	Not Applicable	Not Applicable
	"Georgia"	"13"	"2019"	"2019"	"Jun., 2019"	"2019/06"	88	Not Applicable	Not Applicable
	"Georgia"	"13"	"2019"	"2019"	"Jul., 2019"	"2019/07"	100	Not Applicable	Not Applicable
	"Georgia"	"13"	"2019"	"2019"	"Aug., 2019"	"2019/08"	128	Not Applicable	Not Applicable
	"Georgia"	"13"	"2019"	"2019"	"Sep., 2019"	"2019/09"	96	Not Applicable	Not Applicable
	"Georgia"	"13"	"2019"	"2019"	"Oct., 2019"	"2019/10"	81	Not Applicable	Not Applicable
	"Georgia"	"13"	"2019"	"2019"	"Nov., 2019"	"2019/11"	92	Not Applicable	Not Applicable
	"Georgia"	"13"	"2019"	"2019"	"Dec., 2019"	"2019/12"	97	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Jan., 2020"	"2020/01"	103	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Feb., 2020"	"2020/02"	124	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Mar., 2020"	"2020/03"	142	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Apr., 2020"	"2020/04"	174	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"May, 2020"	"2020/05"	166	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Jun., 2020"	"2020/06"	169	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Jul., 2020"	"2020/07"	175	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Aug., 2020"	"2020/08"	140	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Sep., 2020"	"2020/09"	132	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Oct., 2020"	"2020/10"	133	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Nov., 2020"	"2020/11"	139	Not Applicable	Not Applicable
	"Georgia"	"13"	"2020"	"2020"	"Dec., 2020"	"2020/12"	148	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Jan., 2021"	"2021/01"	157	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Feb., 2021"	"2021/02"	184	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Mar., 2021"	"2021/03"	198	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Apr., 2021"	"2021/04"	214	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"May, 2021"	"2021/05"	219	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Jun., 2021"	"2021/06"	174	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Jul., 2021"	"2021/07"	164	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Aug., 2021"	"2021/08"	179	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Sep., 2021"	"2021/09"	194	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Oct., 2021"	"2021/10"	198	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Nov., 2021"	"2021/11"	174	Not Applicable	Not Applicable
	"Georgia"	"13"	"2021"	"2021"	"Dec., 2021"	"2021/12"	223	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	206	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	187	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	206	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	226	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	198	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	209	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	204	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	193	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	206	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	179	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	31	Not Applicable	Not Applicable
	"Georgia"	"13"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	0	Not Applicable	Not Applicable
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	0	Not Applicable	Not Applicable
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	0	Not Applicable	Not Applicable
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	0	Not Applicable	Not Applicable
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	"May, 2023 (provisional and partial)"	"2023/05"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Jan., 2018"	"2018/01"	16	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Feb., 2018"	"2018/02"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Mar., 2018"	"2018/03"	16	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Apr., 2018"	"2018/04"	23	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"May, 2018"	"2018/05"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Jun., 2018"	"2018/06"	17	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Jul., 2018"	"2018/07"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Aug., 2018"	"2018/08"	13	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Sep., 2018"	"2018/09"	17	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Oct., 2018"	"2018/10"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Nov., 2018"	"2018/11"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Dec., 2018"	"2018/12"	14	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Jan., 2019"	"2019/01"	22	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Feb., 2019"	"2019/02"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Mar., 2019"	"2019/03"	17	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Apr., 2019"	"2019/04"	16	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"May, 2019"	"2019/05"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Jun., 2019"	"2019/06"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Jul., 2019"	"2019/07"	15	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Aug., 2019"	"2019/08"	21	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Sep., 2019"	"2019/09"	15	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Oct., 2019"	"2019/10"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Nov., 2019"	"2019/11"	15	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Dec., 2019"	"2019/12"	20	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jan., 2020"	"2020/01"	14	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Feb., 2020"	"2020/02"	13	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Mar., 2020"	"2020/03"	25	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Apr., 2020"	"2020/04"	23	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"May, 2020"	"2020/05"	27	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jun., 2020"	"2020/06"	23	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Jul., 2020"	"2020/07"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Aug., 2020"	"2020/08"	20	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Sep., 2020"	"2020/09"	27	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Oct., 2020"	"2020/10"	22	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Nov., 2020"	"2020/11"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2020"	"2020"	"Dec., 2020"	"2020/12"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Jan., 2021"	"2021/01"	14	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Feb., 2021"	"2021/02"	23	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Mar., 2021"	"2021/03"	18	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Apr., 2021"	"2021/04"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"May, 2021"	"2021/05"	21	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Jun., 2021"	"2021/06"	20	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Jul., 2021"	"2021/07"	33	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Aug., 2021"	"2021/08"	16	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Sep., 2021"	"2021/09"	15	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Oct., 2021"	"2021/10"	33	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Nov., 2021"	"2021/11"	17	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2021"	"2021"	"Dec., 2021"	"2021/12"	17	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	22	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	25	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	20	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	18	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	15	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	16	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	25	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	20	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	24	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2023 (provisional and partial)"	"2023"	"May, 2023 (provisional and partial)"	"2023/05"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2018"	"2018"	"Jan., 2018"	"2018/01"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"2018"	"2018"	"Feb., 2018"	"2018/02"	12	Not Applicable	Not Applicable
	"Idaho"	"16"	"2018"	"2018"	"Mar., 2018"	"2018/03"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"2018"	"2018"	"Apr., 2018"	"2018/04"	18	Not Applicable	Not Applicable
	"Idaho"	"16"	"2018"	"2018"	"May, 2018"	"2018/05"	17	Not Applicable	Not Applicable
	"Idaho"	"16"	"2018"	"2018"	"Jun., 2018"	"2018/06"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"2018"	"2018"	"Jul., 2018"	"2018/07"	24	Not Applicable	Not Applicable
	"Idaho"	"16"	"2018"	"2018"	"Aug., 2018"	"2018/08"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"2018"	"2018"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"2018"	"2018"	"Oct., 2018"	"2018/10"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"2018"	"2018"	"Nov., 2018"	"2018/11"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"2018"	"2018"	"Dec., 2018"	"2018/12"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"2019"	"2019"	"Jan., 2019"	"2019/01"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"2019"	"2019"	"Feb., 2019"	"2019/02"	23	Not Applicable	Not Applicable
	"Idaho"	"16"	"2019"	"2019"	"Mar., 2019"	"2019/03"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"2019"	"2019"	"Apr., 2019"	"2019/04"	14	Not Applicable	Not Applicable
	"Idaho"	"16"	"2019"	"2019"	"May, 2019"	"2019/05"	17	Not Applicable	Not Applicable
	"Idaho"	"16"	"2019"	"2019"	"Jun., 2019"	"2019/06"	25	Not Applicable	Not Applicable
	"Idaho"	"16"	"2019"	"2019"	"Jul., 2019"	"2019/07"	12	Not Applicable	Not Applicable
	"Idaho"	"16"	"2019"	"2019"	"Aug., 2019"	"2019/08"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2019"	"2019"	"Sep., 2019"	"2019/09"	20	Not Applicable	Not Applicable
	"Idaho"	"16"	"2019"	"2019"	"Oct., 2019"	"2019/10"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"2019"	"2019"	"Nov., 2019"	"2019/11"	20	Not Applicable	Not Applicable
	"Idaho"	"16"	"2019"	"2019"	"Dec., 2019"	"2019/12"	20	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Jan., 2020"	"2020/01"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Feb., 2020"	"2020/02"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Mar., 2020"	"2020/03"	20	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Apr., 2020"	"2020/04"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"May, 2020"	"2020/05"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Jun., 2020"	"2020/06"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Jul., 2020"	"2020/07"	25	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Aug., 2020"	"2020/08"	20	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Sep., 2020"	"2020/09"	20	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Oct., 2020"	"2020/10"	16	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Nov., 2020"	"2020/11"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"2020"	"2020"	"Dec., 2020"	"2020/12"	23	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Jan., 2021"	"2021/01"	20	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Feb., 2021"	"2021/02"	12	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Mar., 2021"	"2021/03"	16	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Apr., 2021"	"2021/04"	26	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"May, 2021"	"2021/05"	33	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Jun., 2021"	"2021/06"	32	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Jul., 2021"	"2021/07"	30	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Aug., 2021"	"2021/08"	23	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Sep., 2021"	"2021/09"	28	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Oct., 2021"	"2021/10"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Nov., 2021"	"2021/11"	29	Not Applicable	Not Applicable
	"Idaho"	"16"	"2021"	"2021"	"Dec., 2021"	"2021/12"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	36	Not Applicable	Not Applicable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	15	Not Applicable	Not Applicable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	29	Not Applicable	Not Applicable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	30	Not Applicable	Not Applicable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	24	Not Applicable	Not Applicable
